"Indicador","Sector","ISO Alfa3","ISO N","Código","País","Año","Valor","Unidad"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1988","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1989","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1990","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1991","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1992","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1993","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1994","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1995","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1996","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1997","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1998","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1999","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2000","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2001","114.332","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2002","99.494","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2003","109.483","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2004","116.749","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2005","122.424","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2006","129.841","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2007","138.652","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2008","152.05","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2009","151.903","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2010","281.93141948147","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2011","157.242","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2012","173.688","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2013","280.862","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2014","288.302","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2015","301.224","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2016","308.511","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2017","312.852","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2018","314.608","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2019","329.632","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2020","240.30648007837","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","2021","289.2600398403","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1970","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1971","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1972","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1973","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1974","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1975","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1976","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1977","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1978","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1979","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1980","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1981","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1982","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1983","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1984","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1985","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1986","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1987","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1988","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1989","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1990","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1991","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1992","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1993","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1994","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1995","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1996","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1997","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1998","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","1999","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2000","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2001","2.066","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2002","1.798","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2003","1.978","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2004","2.11","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2005","2.212","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2006","2.346","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2007","2.506","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2008","2.748","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2009","2.745","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2010","11.184878590384","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2011","10.719512259249","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2012","11.394482675506","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2013","11.365315006935","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2014","12.071129621604","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2015","12.729557917533","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2016","12.427970051854","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2017","12.075148538768","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2018","12.363251619959","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2019","13.077272147555","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2020","9.5335199216275","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Belice","2021","11.475622094955","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1970","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1971","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1972","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1973","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1974","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1975","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1976","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1977","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1978","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1979","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1980","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1981","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1982","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1983","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1984","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1985","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1986","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1987","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1988","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1989","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1990","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1991","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1992","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1993","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1994","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1995","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1996","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1997","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1998","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","1999","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2000","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2001","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2002","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2003","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2004","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2005","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2006","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2007","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2008","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2009","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2010","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2011","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2012","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2013","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2014","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2015","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2016","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2017","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2018","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2019","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2020","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Belice","2021","","GWh"
"Consumo de electricidad","Transporte","BOL","68","América Latina","Bolivia","1970","","GWh"
"Consumo de electricidad","Transporte","BOL","68","América Latina","Bolivia","1971","","GWh"
"Consumo de electricidad","Transporte","BOL","68","América Latina","Bolivia","1972","","GWh"
"Consumo de electricidad","Transporte","BOL","68","América Latina","Bolivia","1973","","GWh"
"Consumo de electricidad","Transporte","BOL","68","América Latina","Bolivia","1974","","GWh"
"Consumo de electricidad","Transporte","BOL","68","América Latina","Bolivia","1975","","GWh"
